//변수명,명칭(메인스킬define),스킬레벨,최소능력,최대능력,대인 최대 능력,대인 최대 능력,공격속도,타격시 반동,적용확률,대인 적용확률,타운트,적용대상1,적용대상2,적용값1,적용값2,적용변화값1,적용변화값2,참조값 1,참조값 2,참조값 3,발동 마법,마법 확률,대인 마법 확률,필요MP,필요FP,쿨다운,기술 준비시간,기술 시전거리,유지시간,지속피해타임(몇초에 한번씩 피해를 입는가?),지속시간,스킬발동갯수,스킬경험치,현재경험치,콤보스킬타임
//dwID,dwName,dwSkillLvl,dwAbilityMin,dwAtkAbilityMax,dwAbilityMinPVP,dwAbilityMaxPVP,dwAttackSpeed,dwDmgShift,nProbability,nProbabilityPVP,dwTaunt,dwDestParam1,dwDestParam2,nAdjParamVal1,nAdjParamVal2,dwChgParamVal1,dwChgParamVal2,dwdestData1,dwdestData2,dwdestData3,dwactiveskill,dwActiveSkillRate,dwActiveSkillRatePVP,dwReqMp,dwRepFp,dwCooldown,dwCastingTime,dwSkillRange,dwCircleTime,dwPainTime,dwSkillTime,dwSkillCount,dwSkillExp,dwExp,dwComboSkillTime
SA_WINDCUTTER_LV08,SI_MAG_WIND_WINDCUTTER,8,60,61,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,46,=,=,1000,=,=,=,=,=,1,4,600
SA_WINDCUTTER_LV09,SI_MAG_WIND_WINDCUTTER,9,60,61,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,48,=,=,1000,=,=,=,=,=,1,5,600
SA_WINDCUTTER_LV10,SI_MAG_WIND_WINDCUTTER,10,60,61,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,48,=,=,1000,=,=,=,=,=,1,5,600
SA_WINDCUTTER_LV11,SI_MAG_WIND_WINDCUTTER,11,62,63,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,50,=,=,1000,=,=,=,=,=,1,6,600
SA_WINDCUTTER_LV12,SI_MAG_WIND_WINDCUTTER,12,62,63,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,50,=,=,1000,=,=,=,=,=,1,6,600
SA_WINDCUTTER_LV13,SI_MAG_WIND_WINDCUTTER,13,62,63,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,53,=,=,1000,=,=,=,=,=,1,7,600
SA_WINDCUTTER_LV14,SI_MAG_WIND_WINDCUTTER,14,62,63,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,53,=,=,1000,=,=,=,=,=,1,7,600
SA_WINDCUTTER_LV15,SI_MAG_WIND_WINDCUTTER,15,62,63,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,55,=,=,1000,=,=,=,=,=,1,8,600
SA_WINDCUTTER_LV16,SI_MAG_WIND_WINDCUTTER,16,64,65,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,55,=,=,1000,=,=,=,=,=,1,8,600
SA_WINDCUTTER_LV17,SI_MAG_WIND_WINDCUTTER,17,64,65,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,57,=,=,1000,=,=,=,=,=,1,9,600
SA_WINDCUTTER_LV18,SI_MAG_WIND_WINDCUTTER,18,64,65,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,57,=,=,1000,=,=,=,=,=,1,9,600
SA_WINDCUTTER_LV19,SI_MAG_WIND_WINDCUTTER,19,64,65,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,60,=,=,1000,=,=,=,=,=,1,10,600
SA_WINDCUTTER_LV20,SI_MAG_WIND_WINDCUTTER,20,64,65,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,60,=,=,1000,=,=,=,=,=,1,10,600
SA_WATERBALL_LV01,SI_MAG_WATER_WATERBALL,1,50,51,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,30,=,=,600,=,=,=,=,1,1,1,600
SA_WATERBALL_LV02,SI_MAG_WATER_WATERBALL,2,50,51,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,30,=,=,600,=,=,=,=,1,1,1,600
SA_WATERBALL_LV03,SI_MAG_WATER_WATERBALL,3,51,52,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,32,=,=,600,=,=,=,=,1,1,2,600
SA_WATERBALL_LV04,SI_MAG_WATER_WATERBALL,4,51,52,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,32,=,=,600,=,=,=,=,1,1,2,600
SA_WATERBALL_LV05,SI_MAG_WATER_WATERBALL,5,52,53,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,34,=,=,600,=,=,=,=,2,1,3,600
SA_WATERBALL_LV06,SI_MAG_WATER_WATERBALL,6,52,53,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,34,=,=,600,=,=,=,=,2,1,3,600
SA_WATERBALL_LV07,SI_MAG_WATER_WATERBALL,7,53,54,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,36,=,=,600,=,=,=,=,2,1,4,600
SA_WATERBALL_LV08,SI_MAG_WATER_WATERBALL,8,53,54,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,36,=,=,600,=,=,=,=,3,1,4,600
SA_WATERBALL_LV09,SI_MAG_WATER_WATERBALL,9,54,55,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,38,=,=,600,=,=,=,=,3,1,5,600
SA_WATERBALL_LV10,SI_MAG_WATER_WATERBALL,10,54,55,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,38,=,=,600,=,=,=,=,3,1,5,600
SA_WATERBALL_LV11,SI_MAG_WATER_WATERBALL,11,55,56,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,41,=,=,600,=,=,=,=,4,1,6,600
SA_WATERBALL_LV12,SI_MAG_WATER_WATERBALL,12,55,56,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,41,=,=,600,=,=,=,=,4,1,6,600
SA_WATERBALL_LV13,SI_MAG_WATER_WATERBALL,13,56,57,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,42,=,=,600,=,=,=,=,4,1,7,600
SA_WATERBALL_LV14,SI_MAG_WATER_WATERBALL,14,56,57,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,42,=,=,600,=,=,=,=,5,1,7,600
SA_WATERBALL_LV15,SI_MAG_WATER_WATERBALL,15,57,58,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,44,=,=,600,=,=,=,=,5,1,8,600
SA_WATERBALL_LV16,SI_MAG_WATER_WATERBALL,16,57,58,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,44,=,=,600,=,=,=,=,5,1,8,600
SA_WATERBALL_LV17,SI_MAG_WATER_WATERBALL,17,58,59,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,44,=,=,600,=,=,=,=,5,1,9,600
SA_WATERBALL_LV18,SI_MAG_WATER_WATERBALL,18,58,59,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,47,=,=,600,=,=,=,=,6,1,9,600
SA_WATERBALL_LV19,SI_MAG_WATER_WATERBALL,19,59,60,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,47,=,=,600,=,=,=,=,6,1,10,600
SA_WATERBALL_LV20,SI_MAG_WATER_WATERBALL,20,59,60,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,50,=,=,600,=,=,=,=,6,1,10,600
SA_SPRINGWATER_LV01,SI_MAG_WATER_SPRINGWATER,1,53,54,=,=,=,=,=,=,=,DST_RESIST_ELECTRICITY,=,-20,=,=,=,=,=,=,=,=,=,40,=,=,1000,=,=,1000,6000,=,1,1,600
SA_SPRINGWATER_LV02,SI_MAG_WATER_SPRINGWATER,2,53,54,=,=,=,=,=,=,=,DST_RESIST_ELECTRICITY,=,-20,=,=,=,=,=,=,=,=,=,40,=,=,1000,=,=,1000,6000,=,1,1,600
SA_SPRINGWATER_LV03,SI_MAG_WATER_SPRINGWATER,3,53,54,=,=,=,=,=,=,=,DST_RESIST_ELECTRICITY,=,-20,=,=,=,=,=,=,=,=,=,42,=,=,1000,=,=,1000,6000,=,1,2,600
SA_SPRINGWATER_LV04,SI_MAG_WATER_SPRINGWATER,4,53,54,=,=,=,=,=,=,=,DST_RESIST_ELECTRICITY,=,-20,=,=,=,=,=,=,=,=,=,42,=,=,1000,=,=,1000,6000,=,1,2,600
SA_SPRINGWATER_LV05,SI_MAG_WATER_SPRINGWATER,5,53,54,=,=,=,=,=,=,=,DST_RESIST_ELECTRICITY,=,-20,=,=,=,=,=,=,=,=,=,44,=,=,1000,=,=,1000,6000,=,1,3,600
SA_SPRINGWATER_LV06,SI_MAG_WATER_SPRINGWATER,6,55,56,=,=,=,=,=,=,=,DST_RESIST_ELECTRICITY,=,-20,=,=,=,=,=,=,=,=,=,44,=,=,1000,=,=,1000,6000,=,1,3,600
SA_SPRINGWATER_LV07,SI_MAG_WATER_SPRINGWATER,7,55,56,=,=,=,=,=,=,=,DST_RESIST_ELECTRICITY,=,-20,=,=,=,=,=,=,=,=,=,46,=,=,1000,=,=,1000,6000,=,1,4,600
SA_SPRINGWATER_LV08,SI_MAG_WATER_SPRINGWATER,8,55,56,=,=,=,=,=,=,=,DST_RESIST_ELECTRICITY,=,-20,=,=,=,=,=,=,=,=,=,46,=,=,1000,=,=,1000,6000,=,1,4,600
SA_SPRINGWATER_LV09,SI_MAG_WATER_SPRINGWATER,9,55,56,=,=,=,=,=,=,=,DST_RESIST_ELECTRICITY,=,-20,=,=,=,=,=,=,=,=,=,48,=,=,1000,=,=,1000,6000,=,1,5,600
SA_SPRINGWATER_LV10,SI_MAG_WATER_SPRINGWATER,10,55,56,=,=,=,=,=,=,=,DST_RESIST_ELECTRICITY,=,-20,=,=,=,=,=,=,=,=,=,48,=,=,1000,=,=,1000,6000,=,1,5,600
SA_SPRINGWATER_LV11,SI_MAG_WATER_SPRINGWATER,11,57,58,=,=,=,=,=,=,=,DST_RESIST_ELECTRICITY,=,-20,=,=,=,=,=,=,=,=,=,50,=,=,1000,=,=,1000,6000,=,1,6,600
SA_SPRINGWATER_LV12,SI_MAG_WATER_SPRINGWATER,12,57,58,=,=,=,=,=,=,=,DST_RESIST_ELECTRICITY,=,-20,=,=,=,=,=,=,=,=,=,50,=,=,1000,=,=,1000,6000,=,1,6,600
SA_SPRINGWATER_LV13,SI_MAG_WATER_SPRINGWATER,13,57,58,=,=,=,=,=,=,=,DST_RESIST_ELECTRICITY,=,-20,=,=,=,=,=,=,=,=,=,53,=,=,1000,=,=,1000,6000,=,1,7,600
SA_SPRINGWATER_LV14,SI_MAG_WATER_SPRINGWATER,14,57,58,=,=,=,=,=,=,=,DST_RESIST_ELECTRICITY,=,-20,=,=,=,=,=,=,=,=,=,53,=,=,1000,=,=,1000,6000,=,1,7,600
SA_SPRINGWATER_LV15,SI_MAG_WATER_SPRINGWATER,15,57,58,=,=,=,=,=,=,=,DST_RESIST_ELECTRICITY,=,-20,=,=,=,=,=,=,=,=,=,55,=,=,1000,=,=,1000,6000,=,1,8,600
SA_SPRINGWATER_LV16,SI_MAG_WATER_SPRINGWATER,16,59,60,=,=,=,=,=,=,=,DST_RESIST_ELECTRICITY,=,-20,=,=,=,=,=,=,=,=,=,55,=,=,1000,=,=,1000,6000,=,1,8,600
SA_SPRINGWATER_LV17,SI_MAG_WATER_SPRINGWATER,17,59,60,=,=,=,=,=,=,=,DST_RESIST_ELECTRICITY,=,-20,=,=,=,=,=,=,=,=,=,57,=,=,1000,=,=,1000,6000,=,1,9,600
SA_SPRINGWATER_LV18,SI_MAG_WATER_SPRINGWATER,18,59,60,=,=,=,=,=,=,=,DST_RESIST_ELECTRICITY,=,-20,=,=,=,=,=,=,=,=,=,57,=,=,1000,=,=,1000,6000,=,1,9,600
SA_SPRINGWATER_LV19,SI_MAG_WATER_SPRINGWATER,19,59,60,=,=,=,=,=,=,=,DST_RESIST_ELECTRICITY,=,-20,=,=,=,=,=,=,=,=,=,60,=,=,1000,=,=,1000,6000,=,1,10,600
SA_SPRINGWATER_LV20,SI_MAG_WATER_SPRINGWATER,20,59,60,=,=,=,=,=,=,=,DST_RESIST_ELECTRICITY,=,-20,=,=,=,=,=,=,=,=,=,60,=,=,1000,=,=,1000,6000,=,1,10,600
SA_LIGHTINGPARM_LV01,SI_MAG_ELECTRICITY_LIGHTINGPARM,1,50,51,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,30,=,=,600,=,=,=,=,=,1,1,600
SA_LIGHTINGPARM_LV02,SI_MAG_ELECTRICITY_LIGHTINGPARM,2,50,51,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,30,=,=,600,=,=,=,=,=,1,1,600
SA_LIGHTINGPARM_LV03,SI_MAG_ELECTRICITY_LIGHTINGPARM,3,51,52,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,32,=,=,600,=,=,=,=,=,1,2,600
SA_LIGHTINGPARM_LV04,SI_MAG_ELECTRICITY_LIGHTINGPARM,4,51,52,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,32,=,=,600,=,=,=,=,=,1,2,600
SA_LIGHTINGPARM_LV05,SI_MAG_ELECTRICITY_LIGHTINGPARM,5,52,53,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,34,=,=,600,=,=,=,=,=,1,3,600
SA_LIGHTINGPARM_LV06,SI_MAG_ELECTRICITY_LIGHTINGPARM,6,52,53,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,34,=,=,600,=,=,=,=,=,1,3,600
SA_LIGHTINGPARM_LV07,SI_MAG_ELECTRICITY_LIGHTINGPARM,7,53,54,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,36,=,=,600,=,=,=,=,=,1,4,600
SA_LIGHTINGPARM_LV08,SI_MAG_ELECTRICITY_LIGHTINGPARM,8,53,54,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,36,=,=,600,=,=,=,=,=,1,4,600
SA_LIGHTINGPARM_LV09,SI_MAG_ELECTRICITY_LIGHTINGPARM,9,54,55,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,38,=,=,600,=,=,=,=,=,1,5,600
SA_LIGHTINGPARM_LV10,SI_MAG_ELECTRICITY_LIGHTINGPARM,10,54,55,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,38,=,=,600,=,=,=,=,=,1,5,600
SA_LIGHTINGPARM_LV11,SI_MAG_ELECTRICITY_LIGHTINGPARM,11,55,56,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,41,=,=,600,=,=,=,=,=,1,6,600
SA_LIGHTINGPARM_LV12,SI_MAG_ELECTRICITY_LIGHTINGPARM,12,55,56,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,41,=,=,600,=,=,=,=,=,1,6,600
SA_LIGHTINGPARM_LV13,SI_MAG_ELECTRICITY_LIGHTINGPARM,13,56,57,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,42,=,=,600,=,=,=,=,=,1,7,600
SA_LIGHTINGPARM_LV14,SI_MAG_ELECTRICITY_LIGHTINGPARM,14,56,57,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,42,=,=,600,=,=,=,=,=,1,7,600
SA_LIGHTINGPARM_LV15,SI_MAG_ELECTRICITY_LIGHTINGPARM,15,57,58,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,44,=,=,600,=,=,=,=,=,1,8,600
SA_LIGHTINGPARM_LV16,SI_MAG_ELECTRICITY_LIGHTINGPARM,16,57,58,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,44,=,=,600,=,=,=,=,=,1,8,600
SA_LIGHTINGPARM_LV17,SI_MAG_ELECTRICITY_LIGHTINGPARM,17,58,59,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,44,=,=,600,=,=,=,=,=,1,9,600
SA_LIGHTINGPARM_LV18,SI_MAG_ELECTRICITY_LIGHTINGPARM,18,58,59,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,47,=,=,600,=,=,=,=,=,1,9,600
SA_LIGHTINGPARM_LV19,SI_MAG_ELECTRICITY_LIGHTINGPARM,19,59,60,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,47,=,=,600,=,=,=,=,=,1,10,600
SA_LIGHTINGPARM_LV20,SI_MAG_ELECTRICITY_LIGHTINGPARM,20,59,60,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,50,=,=,600,=,=,=,=,=,1,10,600
SA_LIGHTINGSHOCK_LV01,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,1,58,59,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,40,=,=,1000,=,=,1000,6000,=,1,1,600
SA_LIGHTINGSHOCK_LV02,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,2,58,59,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,40,=,=,1000,=,=,1000,6000,=,1,1,600
SA_LIGHTINGSHOCK_LV03,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,3,58,59,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,42,=,=,1000,=,=,1000,6000,=,1,2,600
SA_LIGHTINGSHOCK_LV04,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,4,58,59,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,42,=,=,1000,=,=,1000,6000,=,1,2,600
SA_LIGHTINGSHOCK_LV05,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,5,58,59,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,44,=,=,1000,=,=,1000,6000,=,1,3,600
SA_LIGHTINGSHOCK_LV06,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,6,60,61,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,44,=,=,1000,=,=,1000,6000,=,1,3,600
SA_LIGHTINGSHOCK_LV07,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,7,60,61,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,46,=,=,1000,=,=,1000,6000,=,1,4,600
SA_LIGHTINGSHOCK_LV08,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,8,60,61,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,46,=,=,1000,=,=,1000,6000,=,1,4,600
SA_LIGHTINGSHOCK_LV09,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,9,60,61,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,48,=,=,1000,=,=,1000,6000,=,1,5,600
SA_LIGHTINGSHOCK_LV10,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,10,60,61,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,48,=,=,1000,=,=,1000,6000,=,1,5,600
SA_LIGHTINGSHOCK_LV11,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,11,62,63,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,50,=,=,1000,=,=,1000,6000,=,1,6,600
SA_LIGHTINGSHOCK_LV12,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,12,62,63,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,50,=,=,1000,=,=,1000,6000,=,1,6,600
SA_LIGHTINGSHOCK_LV13,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,13,62,63,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,53,=,=,1000,=,=,1000,6000,=,1,7,600
SA_LIGHTINGSHOCK_LV14,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,14,62,63,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,53,=,=,1000,=,=,1000,6000,=,1,7,600
SA_LIGHTINGSHOCK_LV15,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,15,62,63,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,55,=,=,1000,=,=,1000,6000,=,1,8,600
SA_LIGHTINGSHOCK_LV16,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,16,64,65,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,55,=,=,1000,=,=,1000,6000,=,1,8,600
SA_LIGHTINGSHOCK_LV17,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,17,64,65,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,57,=,=,1000,=,=,1000,6000,=,1,9,600
SA_LIGHTINGSHOCK_LV18,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,18,64,65,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,57,=,=,1000,=,=,1000,6000,=,1,9,600
SA_LIGHTINGSHOCK_LV19,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,19,64,65,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,60,=,=,1000,=,=,1000,6000,=,1,10,600
SA_LIGHTINGSHOCK_LV20,SI_MAG_ELECTRICITY_LIGHTINGSHOCK,20,64,65,=,=,=,=,=,=,=,DST_RESIST_EARTH ,=,-20,=,=,=,=,=,=,=,=,=,60,=,=,1000,=,=,1000,6000,=,1,10,600
SA_ROCKCRASH_LV01,SI_MAG_EARTH_ROCKCRASH,1,50,51,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,30,=,=,600,=,=,=,=,=,1,1,600
SA_ROCKCRASH_LV02,SI_MAG_EARTH_ROCKCRASH,2,50,51,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,30,=,=,600,=,=,=,=,=,1,1,600
SA_ROCKCRASH_LV03,SI_MAG_EARTH_ROCKCRASH,3,51,52,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,32,=,=,600,=,=,=,=,=,1,2,600
SA_ROCKCRASH_LV04,SI_MAG_EARTH_ROCKCRASH,4,51,52,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,32,=,=,600,=,=,=,=,=,1,2,600
SA_ROCKCRASH_LV05,SI_MAG_EARTH_ROCKCRASH,5,52,53,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,34,=,=,600,=,=,=,=,=,1,3,600
SA_ROCKCRASH_LV06,SI_MAG_EARTH_ROCKCRASH,6,52,53,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,34,=,=,600,=,=,=,=,=,1,3,600
SA_ROCKCRASH_LV07,SI_MAG_EARTH_ROCKCRASH,7,53,54,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,36,=,=,600,=,=,=,=,=,1,4,600
SA_ROCKCRASH_LV08,SI_MAG_EARTH_ROCKCRASH,8,53,54,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,36,=,=,600,=,=,=,=,=,1,4,600
SA_ROCKCRASH_LV09,SI_MAG_EARTH_ROCKCRASH,9,54,55,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,38,=,=,600,=,=,=,=,=,1,5,600
SA_ROCKCRASH_LV10,SI_MAG_EARTH_ROCKCRASH,10,54,55,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,38,=,=,600,=,=,=,=,=,1,5,600
SA_ROCKCRASH_LV11,SI_MAG_EARTH_ROCKCRASH,11,55,56,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,41,=,=,600,=,=,=,=,=,1,6,600
SA_ROCKCRASH_LV12,SI_MAG_EARTH_ROCKCRASH,12,55,56,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,41,=,=,600,=,=,=,=,=,1,6,600
SA_ROCKCRASH_LV13,SI_MAG_EARTH_ROCKCRASH,13,56,57,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,42,=,=,600,=,=,=,=,=,1,7,600
SA_ROCKCRASH_LV14,SI_MAG_EARTH_ROCKCRASH,14,56,57,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,42,=,=,600,=,=,=,=,=,1,7,600
SA_ROCKCRASH_LV15,SI_MAG_EARTH_ROCKCRASH,15,57,58,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,44,=,=,600,=,=,=,=,=,1,8,600
SA_ROCKCRASH_LV16,SI_MAG_EARTH_ROCKCRASH,16,57,58,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,44,=,=,600,=,=,=,=,=,1,8,600
SA_ROCKCRASH_LV17,SI_MAG_EARTH_ROCKCRASH,17,58,59,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,44,=,=,600,=,=,=,=,=,1,9,600
SA_ROCKCRASH_LV18,SI_MAG_EARTH_ROCKCRASH,18,58,59,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,47,=,=,600,=,=,=,=,=,1,9,600
SA_ROCKCRASH_LV19,SI_MAG_EARTH_ROCKCRASH,19,59,60,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,47,=,=,600,=,=,=,=,=,1,10,600
SA_ROCKCRASH_LV20,SI_MAG_EARTH_ROCKCRASH,20,59,60,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,50,=,=,600,=,=,=,=,=,1,10,600
SA_LOOTING_LV01,SI_MAG_EARTH_LOOTING,1,=,=,=,=,=,=,2,=,=,DST_SPEED,=,0,=,0,=,=,=,=,=,=,=,30,=,=,600,=,=,2500,6000,=,1,1,600
SA_LOOTING_LV02,SI_MAG_EARTH_LOOTING,2,=,=,=,=,=,=,4,=,=,DST_SPEED,=,0,=,0,=,=,=,=,=,=,=,30,=,=,600,=,=,2600,6000,=,1,1,600
SA_LOOTING_LV03,SI_MAG_EARTH_LOOTING,3,=,=,=,=,=,=,6,=,=,DST_SPEED,=,0,=,0,=,=,=,=,=,=,=,32,=,=,600,=,=,2700,6000,=,1,2,600
SA_LOOTING_LV04,SI_MAG_EARTH_LOOTING,4,=,=,=,=,=,=,8,=,=,DST_SPEED,=,0,=,0,=,=,=,=,=,=,=,32,=,=,600,=,=,2800,6000,=,1,2,600
SA_LOOTING_LV05,SI_MAG_EARTH_LOOTING,5,=,=,=,=,=,=,10,=,=,DST_SPEED,=,0,=,0,=,=,=,=,=,=,=,34,=,=,600,=,=,2900,6000,=,1,3,600
