//변수명,한글명칭,영문명칭,일본명칭,중국명칭,태국명칭,인공지능,힘,체력,민첩,지능,종족,호전성,성별,레벨,비행레벨,크기,등급,파츠,온혈,방어 캐릭수,전투행동반경,최소타격치,최대타격치,공격1(기본),공격2(기본),공격3(특수),가로가중치,세로가중치,사선가중치,찌르기가중치,가슴 비율,머리 비율,팔 비율,다리 비율,공격속도,재공격속도,HP보완,추가방어점,마모도,경도,추가공격속도저하,공격 속성,속성 공격력,피색,이동속도,거주지역,비행유무,높이뛰기,멀리뛰기,조련유무,마법저항,전기저항,불저항,바람저항,물저항,땅저항,제공금액,제공재료,재료양,재료응집도,시체유지시간,아이템생성보정값,경험치,비행경험치,몸상태,추가능력,죽음유무,가상아이템1,가상아이템타입,가상아이템1,가상아이템타입,가상아이템1,가상아이템타입,공격효과음1,공격효과음2,죽는효과음1,죽는효과음2,피해효과음1,피해효과음2,피해효과음3,방관효과음1,방관효과음2,한글설명,영문설명,일어설명,중국설명,태국설명
//dwID,szName,szNameEn,"""""","""""","""""",dwAI,dwStr,dwSta,dwDex,dwInt,dwRace,dwBelligerence,dwGender,dwLevel,dwFilghtLevel,dwSize,dwClass,bIfPart,bWarmBlood,dwDefExtent,dwActionRadius,dwAtkMin,dwAtkMax,dwAtk1,dwAtk2,dwAtk3,dwHorizontalRate,dwVerticalRate,dwDiagonalRate,dwThrustRate,dwChestRate,dwHeadRate,dwArmRate,dwLegRate,dwAttackSpeed,dwReAttackDelay,dwAddHp,dwNaturealArmor,nAbrasion,nHardness,dwAdjAtkDelay,eElementType,wElementAtk,dwBloodColor,fSpeed,dwShelter,bFlying,dwJumpIng,dwAirJump,bTaming,dwResisMagic,fResistElecricity,fResistFire,fResistWind,fResistWater,fResistEarth,dwCash,dwSourceMaterial,dwMaterialAmount,dwCohesion,dwHoldingTime,dwCorrectionValue,dwExpValue,nFxpValue,nBodyState,dwAddAbility,bKillable,dwVirtItem1,dwVirtType1,dwVirtItem2,dwVirtType2,dwVirtItem3,dwVirtType3,dwSndAtk1,dwSndAtk2,dwSndDie1,dwSndDie2,dwSndDmg1,dwSndDmg2,dwSndDmg3,dwSndIdle1,dwSndIdle2,szComment,"""""","""""","""""",""""""
MI_GIGGLEBOX1,"""부하 기글박스""","""Small GiggleBox""","""メイド?パペット""","""""","""""",AII_MONSTER,15,20,75,75,=,BELLI_MELEE,=,31,=,=,RANK_LOW,0,=,=,=,255,265,II_WEA_MOB_MONSTER1_ATK1,II_WEA_MOB_MONSTER1_ATK2,II_WEA_MOB_MONSTER1_ATK3,=,=,=,=,=,=,=,=,1000,3000,5291,31,130,0,=,3,46,=,0.075,=,0,=,=,=,31,0,0,0,0.3,-0.3,44,=,=,=,=,13,229,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_GIGGLEBOX2,"""기글박스""","""GiggleBox""","""パペット""","""""","""""",AII_MONSTER,15,20,75,75,=,BELLI_MELEE,=,31,=,=,RANK_NORMAL,0,=,=,=,255,265,II_WEA_MOB_MONSTER2_ATK1,II_WEA_MOB_MONSTER2_ATK2,II_WEA_MOB_MONSTER2_ATK3,=,=,=,=,=,=,=,=,1000,3000,5291,31,130,0,=,3,46,=,0.075,=,0,=,=,=,31,0,0,0,0.3,-0.3,44,=,=,=,=,50,239,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_GIGGLEBOX3,"""두목 기글박스""","""Captain GiggleBox""","""マネ?ジャ?パペット""","""""","""""",AII_MONSTER,15,20,77,77,=,BELLI_MELEE,=,32,=,=,RANK_CAPTAIN,0,=,=,=,262,272,II_WEA_MOB_MONSTER3_ATK1,II_WEA_MOB_MONSTER3_ATK2,II_WEA_MOB_MONSTER3_ATK3,=,=,=,=,=,=,=,=,1000,3000,5416,32,130,0,=,3,47,=,0.08,=,0,=,=,=,32,0,0,0,0.3,-0.3,45,=,=,=,=,9,261,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_GIGGLEBOX4,"""거대 기글박스""","""Gaint GiggleBox""","""ボス?パペット""","""""","""""",AII_MONSTER,15,20,83,83,=,BELLI_MELEE,=,35,=,=,RANK_BOSS,0,=,=,=,544,567,II_WEA_MOB_MONSTER4_ATK1,II_WEA_MOB_MONSTER4_ATK2,II_WEA_MOB_MONSTER4_ATK3,=,=,=,=,=,=,=,=,1000,3000,106638,35,130,0,=,5,98,=,0.075,=,0,=,=,=,35,0.3,0,-0.3,0,0,329,=,=,=,=,1020,1779,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_ROCKMUSCLE1,"""부하 락머슬""","""Small Wheelem""","""スモ?ル?ロックマッスル""","""""","""""",AII_MONSTER,15,20,79,79,=,BELLI_MELEE,=,33,=,=,RANK_LOW,0,=,=,=,272,283,II_WEA_MOB_ROCKMUSCLE1_ATK1 ,II_WEA_MOB_ROCKMUSCLE1_ATK2 ,II_WEA_MOB_ROCKMUSCLE1_ATK3 ,=,=,=,=,=,=,=,=,1000,3000,5770,33,130,0,=,5,49,=,0.075,=,0,=,=,=,33,0.3,0,-0.3,0,0,45,=,=,=,=,13,297,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_ROCKMUSCLE2,"""락머슬""","""Wheelem""","""ロックマッスル""","""""","""""",AII_MONSTER,15,20,79,79,=,BELLI_MELEE,=,33,=,=,RANK_NORMAL,0,=,=,=,272,283,II_WEA_MOB_ROCKMUSCLE2_ATK1 ,II_WEA_MOB_ROCKMUSCLE2_ATK2 ,II_WEA_MOB_ROCKMUSCLE2_ATK3 ,=,=,=,=,=,=,=,=,1000,3000,5770,33,130,0,=,1,49,=,0.075,=,0,=,=,=,33,0,0,0.3,-0.3,0,45,=,=,=,=,50,311,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_ROCKMUSCLE3,"""두목 락머슬""","""Captain Wheelem""","""キャプテン?ロックマッスル""","""""","""""",AII_MONSTER,15,20,81,81,=,BELLI_MELEE,=,34,=,=,RANK_CAPTAIN,0,=,=,=,279,291,II_WEA_MOB_ROCKMUSCLE3_ATK1 ,II_WEA_MOB_ROCKMUSCLE3_ATK2 ,II_WEA_MOB_ROCKMUSCLE3_ATK3 ,=,=,=,=,=,=,=,=,1000,3000,5895,34,130,0,=,5,50,=,0.08,=,0,=,=,=,34,0.3,0,-0.3,0,0,46,=,=,=,=,9,338,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_ROCKMUSCLE4,"""거대 락머슬""","""Gaint Wheelem""","""ジャイアント?ロックマッスル""","""""","""""",AII_MONSTER,15,20,87,87,=,BELLI_MELEE,=,37,=,=,RANK_BOSS,0,=,=,=,575,598,II_WEA_MOB_ROCKMUSCLE4_ATK1 ,II_WEA_MOB_ROCKMUSCLE4_ATK2 ,II_WEA_MOB_ROCKMUSCLE4_ATK3 ,=,=,=,=,=,=,=,=,1000,3000,113713,37,130,0,=,1,103,=,0.075,=,0,=,=,=,37,0,0,0.3,-0.3,0,336,=,=,=,=,1360,2305,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_HOBO1,"""부하 호우보우""","""Small Hobo""","""メイド?パペット""","""""","""""",AII_MONSTER,15,20,83,83,=,BELLI_MELEE,=,35,=,=,RANK_LOW,0,=,=,=,287,299,II_WEA_MOB_MONSTER1_ATK1,II_WEA_MOB_MONSTER1_ATK2,II_WEA_MOB_MONSTER1_ATK3,=,=,=,=,=,=,=,=,1000,3000,6059,35,130,0,=,4,51,=,0.075,=,0,=,=,=,35,0,-0.3,0,0,0.3,47,=,=,=,=,13,384,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_HOBO2,"""호우보우""","""Hobo""","""パペット""","""""","""""",AII_MONSTER,15,20,83,83,=,BELLI_MELEE,=,35,=,=,RANK_NORMAL,0,=,=,=,287,299,II_WEA_MOB_MONSTER2_ATK1,II_WEA_MOB_MONSTER2_ATK2,II_WEA_MOB_MONSTER2_ATK3,=,=,=,=,=,=,=,=,1000,3000,6059,35,130,0,=,2,51,=,0.075,=,0,=,=,=,35,-0.3,0.3,0,0,0,47,=,=,=,=,50,401,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_HOBO3,"""두목 호우보우""","""Captain Hobo""","""マネ?ジャ?パペット""","""""","""""",AII_MONSTER,15,20,85,85,=,BELLI_MELEE,=,36,=,=,RANK_CAPTAIN,0,=,=,=,293,305,II_WEA_MOB_MONSTER3_ATK1,II_WEA_MOB_MONSTER3_ATK2,II_WEA_MOB_MONSTER3_ATK3,=,=,=,=,=,=,=,=,1000,3000,6184,36,130,0,=,4,53,=,0.08,=,0,=,=,=,36,0,-0.3,0,0,0.3,47,=,=,=,=,9,437,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_HOBO4,"""거대 호우보우""","""Gaint Hobo""","""ボス?パペット""","""""","""""",AII_MONSTER,15,20,91,91,=,BELLI_MELEE,=,39,=,=,RANK_BOSS,0,=,=,=,601,625,II_WEA_MOB_MONSTER4_ATK1,II_WEA_MOB_MONSTER4_ATK2,II_WEA_MOB_MONSTER4_ATK3,=,=,=,=,=,=,=,=,1000,3000,118131,39,130,0,=,2,108,=,0.075,=,0,=,=,=,39,-0.3,0.3,0,0,0,350,=,=,=,=,1540,2993,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_DUMBBULL1,"""부하 덤불""","""Small DumbBull""","""メイド?パペット""","""""","""""",AII_MONSTER,15,20,87,87,=,BELLI_MELEE,=,37,=,=,RANK_LOW,0,=,=,=,303,315,II_WEA_MOB_MONSTER1_ATK1,II_WEA_MOB_MONSTER1_ATK2,II_WEA_MOB_MONSTER1_ATK3,=,=,=,=,=,=,=,=,1000,3000,6461,37,130,0,=,2,54,=,0.075,=,0,=,=,=,37,-0.3,0.3,0,0,0,48,=,=,=,=,13,497,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_DUMBBULL2,"""덤불""","""DumbBull""","""パペット""","""""","""""",AII_MONSTER,15,20,87,87,=,BELLI_MELEE,=,37,=,=,RANK_NORMAL,0,=,=,=,303,315,II_WEA_MOB_MONSTER2_ATK1,II_WEA_MOB_MONSTER2_ATK2,II_WEA_MOB_MONSTER2_ATK3,=,=,=,=,=,=,=,=,1000,3000,6461,37,130,0,=,5,54,=,0.075,=,0,=,=,=,37,0.3,0,-0.3,0,0,48,=,=,=,=,50,520,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_DUMBBULL3,"""두목 덤불""","""Captain DumbBull""","""マネ?ジャ?パペット""","""""","""""",AII_MONSTER,15,20,89,89,=,BELLI_MELEE,=,38,=,=,RANK_CAPTAIN,0,=,=,=,309,322,II_WEA_MOB_MONSTER3_ATK1,II_WEA_MOB_MONSTER3_ATK2,II_WEA_MOB_MONSTER3_ATK3,=,=,=,=,=,=,=,=,1000,3000,6587,38,130,0,=,2,56,=,0.08,=,0,=,=,=,38,-0.3,0.3,0,0,0,49,=,=,=,=,9,567,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_DUMBBULL4,"""거대 덤불""","""Gaint DumbBull""","""ボス?パペット""","""""","""""",AII_MONSTER,15,20,95,95,=,BELLI_MELEE,=,41,=,=,RANK_BOSS,0,=,=,=,663,658,II_WEA_MOB_MONSTER4_ATK1,II_WEA_MOB_MONSTER4_ATK2,II_WEA_MOB_MONSTER4_ATK3,=,=,=,=,=,=,=,=,1000,3000,131912,49,130,0,=,5,116,=,0.075,=,0,=,=,=,49,0.3,0,-0.3,0,0,357,=,=,=,=,2000,3748,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_TOTEMIA1,"""부하 토테미아""","""Small Totemia""","""スモ?ル?ト?テミア""","""""","""""",AII_MONSTER,15,20,59,59,=,BELLI_MELEE,=,39,=,=,RANK_LOW,0,=,=,=,317,330,II_WEA_MOB_TOTEMIA1_ATK1   ,II_WEA_MOB_TOTEMIA1_ATK2   ,II_WEA_MOB_TOTEMIA1_ATK3   ,=,=,=,=,=,=,=,=,1000,3000,6712,39,130,0,=,5,56,=,0.075,=,0,=,=,=,39,0.3,0,-0.3,0,0,50,=,=,=,=,13,646,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_TOTEMIA2,"""토테미아""","""Totemia""","""ト?テミア""","""""","""""",AII_MONSTER,15,20,59,59,=,BELLI_MELEE,=,39,=,=,RANK_NORMAL,0,=,=,=,317,330,II_WEA_MOB_TOTEMIA2_ATK1   ,II_WEA_MOB_TOTEMIA2_ATK2   ,II_WEA_MOB_TOTEMIA2_ATK3   ,=,=,=,=,=,=,=,=,1000,3000,6712,39,130,0,=,5,56,=,0.075,=,0,=,=,=,39,0.3,0,-0.3,0,0,50,=,=,=,=,50,675,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_TOTEMIA3,"""두목 토테미아""","""Captain Totemia""","""キャプテン?ト?テミア""","""""","""""",AII_MONSTER,15,20,61,61,=,BELLI_MELEE,=,40,=,=,RANK_CAPTAIN,0,=,=,=,332,345,II_WEA_MOB_TOTEMIA3_ATK1   ,II_WEA_MOB_TOTEMIA3_ATK2   ,II_WEA_MOB_TOTEMIA3_ATK3   ,=,=,=,=,=,=,=,=,1000,3000,7370,48,130,0,=,5,59,=,0.08,=,0,=,=,=,48,0.3,0,-0.3,0,0,50,=,=,=,=,9,723,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_TOTEMIA4,"""거대 토테미아""","""Gaint Totemia""","""ジャイアント?ト?テミア""","""""","""""",AII_MONSTER,15,20,67,67,=,BELLI_MELEE,=,43,=,=,RANK_BOSS,0,=,=,=,671,697,II_WEA_MOB_TOTEMIA4_ATK1   ,II_WEA_MOB_TOTEMIA4_ATK2   ,II_WEA_MOB_TOTEMIA4_ATK3    ,=,=,=,=,=,=,=,=,1000,3000,136998,51,130,0,=,3,120,=,0.075,=,0,=,=,=,51,0,0,0,0.3,-0.3,371,=,=,=,=,1710,4697,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_CARDPUPPET1,"""메이드 카드퍼펫""","""Maid Cardpuppet""","""メイド?パペット""","""""","""""",AII_MONSTER,15,20,95,95,=,BELLI_MELEE,=,41,=,=,RANK_LOW,0,=,=,=,338,352,II_WEA_MOB_CARDPUPPET1_ATK1,II_WEA_MOB_CARDPUPPET1_ATK2,II_WEA_MOB_CARDPUPPET1_ATK3,=,=,=,=,=,=,=,=,1000,3000,7495,49,130,0,=,4,61,=,0.075,=,0,=,=,=,49,0,-0.3,0,0,0.3,51,=,=,=,=,13,809,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_CARDPUPPET2,"""카드퍼펫""","""Cardpuppet""","""パペット""","""""","""""",AII_MONSTER,15,20,95,95,=,BELLI_MELEE,=,41,=,=,RANK_NORMAL,0,=,=,=,338,352,II_WEA_MOB_CARDPUPPET2_ATK1,II_WEA_MOB_CARDPUPPET2_ATK2,II_WEA_MOB_CARDPUPPET2_ATK3,=,=,=,=,=,=,=,=,1000,3000,7495,49,130,0,=,4,61,=,0.075,=,0,=,=,=,49,0,-0.3,0,0,0.3,51,=,=,=,=,50,845,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_CARDPUPPET3,"""매니저 카드퍼펫""","""Manager Cardpuppet""","""マネ?ジャ?パペット""","""""","""""",AII_MONSTER,15,20,97,97,=,BELLI_MELEE,=,42,=,=,RANK_CAPTAIN,0,=,=,=,346,360,II_WEA_MOB_CARDPUPPET3_ATK1,II_WEA_MOB_CARDPUPPET3_ATK2,II_WEA_MOB_CARDPUPPET3_ATK3,=,=,=,=,=,=,=,=,1000,3000,7658,50,130,0,=,4,62,=,0.08,=,0,=,=,=,50,0,-0.3,0,0,0.3,52,=,=,=,=,9,905,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_CARDPUPPET4,"""보스 카드퍼펫""","""Boss Cardpuppet""","""ボス?パペット""","""""","""""",AII_MONSTER,15,20,103,103,=,BELLI_MELEE,=,45,=,=,RANK_BOSS,0,=,=,=,703,729,II_WEA_MOB_CARDPUPPET4_ATK1,II_WEA_MOB_CARDPUPPET4_ATK2,II_WEA_MOB_CARDPUPPET4_ATK3,=,=,=,=,=,=,=,=,1000,3000,144760,54,130,0,=,1,126,=,0.075,=,0,=,=,=,54,0,0,0.3,-0.3,0,378,=,=,=,=,1950,5885,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_TREE,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_TOMBSTONEBEARER1,"""부하 툼스톤베어러""","""Small Tombstonebearer""","""スモ?ル?トムストンベアラ?""","""""","""""",AII_MONSTER,15,20,99,99,=,BELLI_MELEE,=,43,=,=,RANK_LOW,0,=,=,=,353,367,II_WEA_MOB_TOMBSTONE1_ATK1  ,II_WEA_MOB_TOMBSTONE1_ATK2  ,II_WEA_MOB_TOMBSTONE1_ATK3  ,=,=,=,=,=,=,=,=,1000,3000,7784,51,130,0,=,5,63,=,0.075,=,0,=,=,=,51,0.3,0,-0.3,0,0,53,=,=,=,=,13,1013,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_TOMBSTONEBEARER2,"""툼스톤베어러""","""Tombstonebearer""","""トムストンベアラ?""","""""","""""",AII_MONSTER,15,20,99,99,=,BELLI_MELEE,=,43,=,=,RANK_NORMAL,0,=,=,=,353,367,II_WEA_MOB_TOMBSTONE2_ATK1  ,II_WEA_MOB_TOMBSTONE2_ATK2  ,II_WEA_MOB_TOMBSTONE2_ATK3  ,=,=,=,=,=,=,=,=,1000,3000,7784,51,130,0,=,5,63,=,0.075,=,0,=,=,=,51,0.3,0,-0.3,0,0,53,=,=,=,=,50,1059,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_TOMBSTONEBEARER3,"""두목 툼스톤베어러""","""Captain Tombstonebearer""","""キャプテン?トムストンベアラ?""","""""","""""",AII_MONSTER,15,20,101,101,=,BELLI_MELEE,=,44,=,=,RANK_CAPTAIN,0,=,=,=,363,376,II_WEA_MOB_TOMBSTONE3_ATK1  ,II_WEA_MOB_TOMBSTONE3_ATK2  ,II_WEA_MOB_TOMBSTONE3_ATK3  ,=,=,=,=,=,=,=,=,1000,3000,8099,52,130,0,=,5,65,=,0.08,=,0,=,=,=,52,0.3,0,-0.3,0,0,53,=,=,=,=,9,1134,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_TOMBSTONEBEARER4,"""보스 툼스톤베어러""","""Gaint Tombstonebearer""","""ジャイアント?トムストンベアラ?""","""""","""""",AII_MONSTER,15,20,107,107,=,BELLI_MELEE,=,47,=,=,RANK_BOSS,0,=,=,=,730,758,II_WEA_MOB_TOMBSTONE4_ATK1  ,II_WEA_MOB_TOMBSTONE4_ATK2  ,II_WEA_MOB_TOMBSTONE4_ATK3  ,=,=,=,=,=,=,=,=,1000,3000,149828,56,130,0,=,2,131,=,0.075,=,0,=,=,=,56,-0.3,0.3,0,0,0,392,=,=,=,=,2580,7379,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_BASQUE1,"""팬텀 바스크""","""Bantam Basque""","""バンタン?バスキュ?""","""""","""""",AII_MONSTER,15,20,103,103,=,BELLI_RANGE,=,45,=,=,RANK_LOW,0,=,=,=,370,384,II_WEA_MOB_BASQUE1_ATK1    ,II_WEA_MOB_BASQUE1_ATK2    ,II_WEA_MOB_BASQUE1_ATK3    ,=,=,=,=,=,=,=,=,1000,3000,8225,54,130,0,=,2,66,=,0.075,=,0,=,=,=,54,-0.3,0.3,0,0,0,54,=,=,=,=,13,1269,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_BASQUE2,"""바스크""","""Basque""","""バスキュ?""","""""","""""",AII_MONSTER,15,20,103,103,=,BELLI_RANGE,=,45,=,=,RANK_NORMAL,0,=,=,=,370,384,II_WEA_MOB_BASQUE2_ATK1    ,II_WEA_MOB_BASQUE2_ATK2    ,II_WEA_MOB_BASQUE2_ATK3    ,=,=,=,=,=,=,=,=,1000,3000,8225,54,130,0,=,4,66,=,0.075,=,0,=,=,=,54,0,-0.3,0,0,0.3,54,=,=,=,=,50,1327,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_BASQUE3,"""럼핑 바스크""","""Lumping Basque""","""ランピング?バスキュ?""","""""","""""",AII_MONSTER,15,20,105,105,=,BELLI_RANGE,=,46,=,=,RANK_CAPTAIN,0,=,=,=,377,391,II_WEA_MOB_BASQUE3_ATK1    ,II_WEA_MOB_BASQUE3_ATK2    ,II_WEA_MOB_BASQUE3_ATK3    ,=,=,=,=,=,=,=,=,1000,3000,8388,55,130,0,=,2,68,=,0.08,=,0,=,=,=,55,-0.3,0.3,0,0,0,55,=,=,=,=,9,1421,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_BASQUE4,"""거대 바스크""","""Gaint Basque""","""ジャイアント?バスキュ?""","""""","""""",AII_MONSTER,15,20,111,111,=,BELLI_RANGE,=,49,=,=,RANK_BOSS,0,=,=,=,756,785,II_WEA_MOB_BASQUE4_ATK1    ,II_WEA_MOB_BASQUE4_ATK2    ,II_WEA_MOB_BASQUE4_ATK3    ,=,=,=,=,=,=,=,=,1000,3000,154915,58,130,0,=,4,136,=,0.075,=,0,=,=,=,58,0,-0.3,0,0,0.3,406,=,=,=,=,2940,9251,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_PRANKSTER1,"""견습 프랭스터""","""Smallmage Prankster""","""スモ?ルラ?ジ?プランクスタ?""","""""","""""",AII_MONSTER,15,20,107,107,=,BELLI_RANGE,=,47,=,=,RANK_LOW,0,=,=,=,384,399,II_WEA_MOB_PRANKSTER1_ATK1 ,II_WEA_MOB_PRANKSTER1_ATK2 ,II_WEA_MOB_PRANKSTER1_ATK3 ,=,=,=,=,=,=,=,=,1000,3000,8513,56,130,0,=,1,69,=,0.075,=,0,=,=,=,56,0,0,0.3,-0.3,0,56,=,=,=,=,13,1592,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_PRANKSTER2,"""프랭스터""","""Prankster""","""プランクスタ?""","""""","""""",AII_MONSTER,15,20,107,107,=,BELLI_RANGE,=,47,=,=,RANK_NORMAL,0,=,=,=,384,399,II_WEA_MOB_PRANKSTER2_ATK1 ,II_WEA_MOB_PRANKSTER2_ATK2 ,II_WEA_MOB_PRANKSTER2_ATK3 ,=,=,=,=,=,=,=,=,1000,3000,8513,56,130,0,=,1,69,=,0.075,=,0,=,=,=,56,0,0,0.3,-0.3,0,56,=,=,=,=,50,1664,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
MI_PRANKSTER3,"""대술사 프랭스터""","""Mastermage Prankster""","""マスタ?メイジ?プランクスタ?""","""""","""""",AII_MONSTER,15,20,109,109,=,BELLI_RANGE,=,48,=,=,RANK_CAPTAIN,0,=,=,=,391,407,II_WEA_MOB_PRANKSTER3_ATK1 ,II_WEA_MOB_PRANKSTER3_ATK2 ,II_WEA_MOB_PRANKSTER3_ATK3 ,=,=,=,=,=,=,=,=,1000,3000,8677,57,130,0,=,1,70,=,0.08,=,0,=,=,=,57,0,0,0.3,-0.3,0,57,=,=,=,=,9,1782,0,=,=,1,II_WEA_HAN_HAND,VT_ITEM,=,=,=,=,=,=,=,=,SND_ITEM_ANIMAL ,SND_PC_DMGWANB,=,=,=,"""""","""""","""""","""""",""""""
